experiment,image,backend,scale_px_per_mm,status,n_gt_px,n_auto_px,under_px,over_px,under_cov_frac,over_cov_frac,patch_area_err_pct,dice,iou,area_gt_mm2,area_auto_mm2,area_rel_err,cri_lambda3,under_cov_mm2,over_cov_mm2,hausdorff_mm,avg_surf_dist_mm,perimeter_gt_mm,perimeter_auto_mm,compactness_gt,compactness_auto,bbox_gt_major_mm,bbox_gt_minor_mm,bbox_auto_major_mm,bbox_auto_minor_mm,aspect_ratio_gt,aspect_ratio_auto,bbox_auto_x_mm,bbox_auto_y_mm,signed_area_err_pct,under_pct,over_pct,is_outlier
A,case_005,SAM,,ok,51654.0,55046.0,656.0,4048.0,0.0127,0.078368,6.57,0.9559,0.9156,51654.0,55046.0,0.0657,0.1165,,,18.7,4.297,1165.61,1181.78,0.4778,0.4953,488.71,233.5,499.21,232.47,0.4778,0.4657,232.47,499.21,6.566771208425291,1.27,7.836799999999999,False
A,case_005,GrabCut,,ok,51654.0,50980.0,3349.0,2675.0,0.064835,0.051787,1.3,0.9413,0.8891,51654.0,50980.0,0.013,0.2463,,,39.391,5.171,1165.61,1265.11,0.4778,0.4003,488.71,233.5,526.2,231.29,0.4778,0.4395,231.29,526.2,-1.3048360243156387,6.4835,5.1787,False
A,case_006,SAM,,ok,10754.0,11034.0,284.0,564.0,0.026409,0.052446,2.6,0.9611,0.9251,10754.0,11034.0,0.026,0.1317,,,10.68,2.474,385.6,392.83,0.9089,0.8985,138.25,110.42,139.3,112.96,0.7987,0.8109,139.3,112.96,2.603682350753208,2.6409,5.2446,False
A,case_006,GrabCut,,ok,10754.0,12028.0,223.0,1497.0,0.020736,0.139204,11.85,0.9245,0.8596,10754.0,12028.0,0.1185,0.2014,,,27.631,4.432,385.6,424.39,0.9089,0.8392,138.25,110.42,161.39,117.86,0.7987,0.7303,161.39,117.86,11.846754695927098,2.0736,13.920399999999999,False
A,case_007,SAM,,ok,12710.0,12329.0,438.0,57.0,0.034461,0.004485,3.0,0.9802,0.9612,12710.0,12329.0,0.03,0.1079,,,2.191,1.208,397.52,391.28,1.0108,1.012,128.43,124.98,127.29,122.48,0.9731,0.9622,122.48,127.29,-2.997639653815893,3.4461,0.4485,False
A,case_008,SAM,,ok,38678.0,37048.0,1654.0,24.0,0.042763,0.000621,4.21,0.9778,0.9566,38678.0,37048.0,0.0421,0.1289,,,7.058,2.599,713.0,692.59,0.9561,0.9706,239.86,214.9,235.22,207.33,0.896,0.8815,207.33,235.22,-4.214282020787011,4.2763,0.0621,False
A,case_008,Watershed,,ok,38678.0,37994.0,1184.0,500.0,0.030612,0.012927,1.77,0.978,0.957,38678.0,37994.0,0.0177,0.1048,,,16.381,2.522,713.0,717.08,0.9561,0.9285,239.86,214.9,240.87,213.42,0.896,0.8861,213.42,240.87,-1.76844717927504,3.0612,1.2927,False
A,case_009,SAM,,ok,16148.0,15706.0,682.0,240.0,0.042234,0.014863,2.74,0.9711,0.9437,16148.0,15706.0,0.0274,0.1416,,,5.087,2.029,501.67,478.11,0.8063,0.8634,157.12,132.5,152.93,126.76,0.8433,0.8289,152.93,126.76,-2.7371810750557346,4.2234,1.4863,False
A,case_009,GrabCut,,ok,16148.0,15910.0,537.0,299.0,0.033255,0.018516,1.47,0.9739,0.9492,16148.0,15910.0,0.0147,0.1183,,,5.118,1.643,501.67,485.08,0.8063,0.8497,157.12,132.5,157.28,127.88,0.8433,0.8131,157.28,127.88,-1.4738667327223185,3.3255,1.8516000000000001,False
A,case_010,SAM,,ok,49006.0,44224.0,4782.0,0.0,0.09758,0.0,9.76,0.9487,0.9024,49006.0,44224.0,0.0976,0.2927,,,17.888,6.003,838.74,782.09,0.8754,0.9086,273.21,264.09,255.07,247.94,0.9666,0.9721,247.94,255.07,-9.757988817695793,9.758,0.0,False
A,case_010,GrabCut,,ok,49006.0,48707.0,1844.0,1545.0,0.037628,0.031527,0.61,0.9653,0.933,49006.0,48707.0,0.0061,0.1444,,,20.193,4.067,838.74,854.37,0.8754,0.8385,273.21,264.09,293.6,258.08,0.9666,0.879,258.08,293.6,-0.6101293719136432,3.7628000000000004,3.1527,False
A,case_010,Watershed,,ok,49006.0,47488.0,2102.0,584.0,0.042893,0.011917,3.1,0.9722,0.9458,49006.0,47488.0,0.031,0.1406,,,15.471,3.253,838.74,829.64,0.8754,0.867,273.21,264.09,272.12,267.19,0.9666,0.9819,267.19,272.12,-3.097579888176958,4.2893,1.1917,False
A,case_011,SAM,,ok,43266.0,36377.0,6943.0,54.0,0.160472,0.001248,15.92,0.9121,0.8385,43266.0,36377.0,0.1592,0.4827,,,31.49,9.446,822.81,728.81,0.8031,0.8606,295.45,231.32,252.88,214.33,0.7829,0.8476,214.33,252.88,-15.92243331946563,16.0472,0.1248,False
A,case_011,GrabCut,,ok,43266.0,42238.0,2830.0,1802.0,0.065409,0.041649,2.38,0.9458,0.8972,43266.0,42238.0,0.0238,0.2379,,,22.716,5.785,822.81,816.87,0.8031,0.7954,295.45,231.32,294.23,219.32,0.7829,0.7454,219.32,294.23,-2.37599963019461,6.5409,4.1649,False
A,case_011,Watershed,,ok,43266.0,36001.0,7315.0,50.0,0.16907,0.001156,16.79,0.9071,0.83,43266.0,36001.0,0.1679,0.5084,,,31.963,9.789,822.81,731.5,0.8031,0.8455,295.45,231.32,252.75,218.72,0.7829,0.8654,218.72,252.75,-16.791475985762492,16.907,0.1156,False
A,case_012,SAM,,ok,12722.0,12295.0,465.0,38.0,0.036551,0.002987,3.36,0.9799,0.9606,12722.0,12295.0,0.0336,0.1126,,,2.6,1.293,402.08,394.49,0.9889,0.9928,130.56,128.88,128.42,125.39,0.9871,0.9764,128.42,125.39,-3.356390504637636,3.6551,0.2987,False
A,case_012,GrabCut,,ok,12722.0,13115.0,146.0,539.0,0.011476,0.042368,3.09,0.9735,0.9483,12722.0,13115.0,0.0309,0.0768,,,3.132,1.498,402.08,409.07,0.9889,0.9849,130.56,128.88,132.56,131.2,0.9871,0.9897,132.56,131.2,3.08913692815595,1.1476,4.236800000000001,False
A,case_012,Watershed,,ok,12722.0,11550.0,1221.0,49.0,0.095975,0.003852,9.21,0.9477,0.9006,12722.0,11550.0,0.0921,0.2918,,,16.301,3.281,402.08,386.92,0.9889,0.9695,130.56,128.88,125.52,119.23,0.9871,0.9499,119.23,125.52,-9.212387989309857,9.5975,0.3852,False
A,case_013,SAM,,ok,176725.0,154921.0,22023.0,219.0,0.124617,0.001239,12.34,0.9329,0.8743,176725.0,154921.0,0.1234,0.3751,,,27.097,11.025,2121.32,2027.71,0.4935,0.4735,935.03,278.51,912.07,246.16,0.2979,0.2699,912.07,246.16,-12.337812986278115,12.4617,0.12390000000000001,False
A,case_013,GrabCut,,ok,176725.0,160924.0,18056.0,2255.0,0.10217,0.01276,8.94,0.9398,0.8865,176725.0,160924.0,0.0894,0.3193,,,28.502,10.027,2121.32,2086.18,0.4935,0.4647,935.03,278.51,900.61,274.29,0.2979,0.3046,900.61,274.29,-8.941010043853446,10.217,1.276,False
A,case_013,Watershed,,ok,176725.0,149529.0,27431.0,235.0,0.155219,0.00133,15.39,0.9152,0.8437,176725.0,149529.0,0.1539,0.467,,,28.069,13.166,2121.32,2125.44,0.4935,0.4159,935.03,278.51,914.12,253.54,0.2979,0.2774,914.12,253.54,-15.388881029848637,15.521899999999999,0.133,False
A,case_014,SAM,,ok,35734.0,33401.0,2366.0,33.0,0.066211,0.000923,6.53,0.9653,0.9329,35734.0,33401.0,0.0653,0.1996,,,9.211,3.454,740.56,708.69,0.8188,0.8357,277.9,194.4,263.99,191.75,0.6995,0.7263,263.99,191.75,-6.528796104550288,6.6211,0.0923,False
A,case_014,GrabCut,,ok,35734.0,34780.0,1461.0,507.0,0.040885,0.014188,2.67,0.9721,0.9457,35734.0,34780.0,0.0267,0.1368,,,12.586,3.045,740.56,747.41,0.8188,0.7824,277.9,194.4,284.7,193.36,0.6995,0.6792,284.7,193.36,-2.669726311076286,4.0885,1.4187999999999998,False
A,case_014,Watershed,,ok,35734.0,31640.0,4134.0,40.0,0.115688,0.001119,11.46,0.938,0.8833,35734.0,31640.0,0.1146,0.3482,,,20.953,5.845,740.56,694.85,0.8188,0.8235,277.9,194.4,251.93,191.88,0.6995,0.7617,251.93,191.88,-11.456875804555885,11.5688,0.1119,False
A,case_015,GrabCut,,ok,137925.0,129688.0,10488.0,2251.0,0.076041,0.01632,5.97,0.9524,0.9091,137925.0,129688.0,0.0597,0.2444,,,36.904,9.716,1321.08,1297.6,0.9931,0.9679,446.57,394.82,435.93,398.58,0.8841,0.9143,435.93,398.58,-5.972086278774697,7.6041,1.6320000000000001,False
A,case_015,Watershed,,ok,137925.0,130323.0,10398.0,2796.0,0.075389,0.020272,5.51,0.9508,0.9062,137925.0,130323.0,0.0551,0.2464,,,36.368,10.122,1321.08,1382.98,0.9931,0.8562,446.57,394.82,434.41,412.59,0.8841,0.9498,434.41,412.59,-5.511691136487221,7.5389,2.0271999999999997,False
A,case_016,SAM,,ok,37666.0,36003.0,1954.0,291.0,0.051877,0.007726,4.42,0.9695,0.9409,37666.0,36003.0,0.0442,0.1634,,,8.608,3.165,686.38,672.15,1.0047,1.0014,227.48,212.26,223.84,209.7,0.9331,0.9368,209.7,223.84,-4.4151223915467535,5.1876999999999995,0.7726000000000001,False
A,case_017,SAM,,ok,27349.0,26045.0,1320.0,16.0,0.048265,0.000585,4.77,0.975,0.9512,27349.0,26045.0,0.0477,0.1454,,,4.16,2.332,585.59,571.51,1.0022,1.002,199.23,175.13,194.69,169.27,0.879,0.8695,194.69,169.27,-4.7679988299389375,4.8265,0.0585,False
A,case_017,Watershed,,ok,27349.0,31180.0,404.0,4235.0,0.014772,0.15485,14.01,0.9207,0.8531,27349.0,31180.0,0.1401,0.1992,,,18.665,7.834,585.59,642.57,1.0022,0.949,199.23,175.13,230.36,182.35,0.879,0.7916,230.36,182.35,14.007824783355883,1.4772,15.485,False
A,case_018,SAM,,ok,22835.0,22489.0,527.0,181.0,0.023079,0.007926,1.52,0.9844,0.9692,22835.0,22489.0,0.0152,0.0772,,,5.45,1.436,545.28,537.9,0.9651,0.9767,189.19,156.2,187.46,156.83,0.8256,0.8366,187.46,156.83,-1.5152178673089556,2.3079,0.7926000000000001,False
A,case_018,Watershed,,ok,22835.0,28147.0,255.0,5567.0,0.011167,0.243792,23.26,0.8858,0.795,22835.0,28147.0,0.2326,0.2773,,,39.955,9.943,545.28,629.82,0.9651,0.8917,189.19,156.2,197.69,190.6,0.8256,0.9642,197.69,190.6,23.262535581344427,1.1167,24.3792,False
A,case_019,SAM,,ok,37692.0,36650.0,1096.0,54.0,0.029078,0.001433,2.76,0.9845,0.9695,37692.0,36650.0,0.0276,0.0887,,,3.573,1.784,697.77,688.73,0.9728,0.9709,248.09,195.2,246.38,191.54,0.7868,0.7774,246.38,191.54,-2.7645123633662316,2.9078,0.1433,False
A,case_019,GrabCut,,ok,37692.0,38982.0,373.0,1663.0,0.009896,0.044121,3.42,0.9734,0.9483,37692.0,38982.0,0.0342,0.0738,,,9.924,2.922,697.77,706.96,0.9728,0.9801,248.09,195.2,247.81,196.64,0.7868,0.7935,247.81,196.64,3.4224769181789236,0.9896,4.4121,False
A,case_019,Watershed,,ok,37692.0,38278.0,695.0,1281.0,0.018439,0.033986,1.55,0.974,0.9493,37692.0,38278.0,0.0155,0.0893,,,8.237,2.804,697.77,705.16,0.9728,0.9674,248.09,195.2,248.21,197.0,0.7868,0.7937,248.21,197.0,1.5547065690332165,1.8439,3.3986,False
A,case_020,SAM,,ok,56813.0,56666.0,853.0,706.0,0.015014,0.012427,0.26,0.9863,0.9729,56813.0,56666.0,0.0026,0.0575,,,6.061,1.825,848.39,849.75,0.9919,0.9862,290.0,255.35,289.9,258.1,0.8805,0.8903,289.9,258.1,-0.2587435974160843,1.5013999999999998,1.2427000000000001,False
A,case_020,GrabCut,,ok,56813.0,59714.0,855.0,3756.0,0.015049,0.066112,5.11,0.9604,0.9239,56813.0,59714.0,0.0511,0.1113,,,16.789,4.864,848.39,878.88,0.9919,0.9715,290.0,255.35,293.32,264.38,0.8805,0.9013,293.32,264.38,5.106225687782725,1.5049,6.6112,False
A,case_020,Watershed,,ok,56813.0,53849.0,3338.0,374.0,0.058754,0.006583,5.22,0.9665,0.9351,56813.0,53849.0,0.0522,0.1828,,,14.398,4.672,848.39,851.77,0.9919,0.9327,290.0,255.35,281.36,244.86,0.8805,0.8703,281.36,244.86,-5.217115800961047,5.8754,0.6583,False
A,case_021,SAM,,ok,24778.0,23675.0,1129.0,26.0,0.045565,0.001049,4.45,0.9762,0.9534,24778.0,23675.0,0.0445,0.1377,,,4.427,2.175,560.17,546.37,0.9923,0.9966,182.35,174.51,179.08,170.0,0.957,0.9493,170.0,179.08,-4.4515295826943255,4.5565,0.10490000000000001,False
A,case_021,GrabCut,,ok,24778.0,24349.0,735.0,306.0,0.029663,0.01235,1.73,0.9788,0.9585,24778.0,24349.0,0.0173,0.1013,,,3.643,1.611,560.17,555.27,0.9923,0.9924,182.35,174.51,180.58,171.3,0.957,0.9486,171.3,180.58,-1.7313746065057714,2.9663,1.2349999999999999,False
A,case_021,Watershed,,ok,24778.0,22670.0,2129.0,21.0,0.085923,0.000848,8.51,0.9547,0.9133,24778.0,22670.0,0.0851,0.2586,,,24.732,3.996,560.17,550.28,0.9923,0.9408,182.35,174.51,179.29,166.96,0.957,0.9312,166.96,179.29,-8.507547017515538,8.5923,0.0848,False
A,case_022,GrabCut,,ok,25609.0,25788.0,2109.0,2288.0,0.082354,0.089344,0.7,0.9145,0.8424,25609.0,25788.0,0.007,0.3364,,,16.091,7.433,577.08,598.65,0.9663,0.9042,195.64,176.94,188.05,187.09,0.9044,0.9949,187.09,188.05,0.698973017298606,8.2354,8.9344,False
A,case_023,SAM,,ok,2442.0,2194.0,248.0,0.0,0.101556,0.0,10.16,0.9465,0.8984,2442.0,2194.0,0.1016,0.3047,,,1.879,1.373,167.57,158.98,1.0928,1.0908,56.59,50.05,53.8,47.39,0.8844,0.8807,53.8,47.39,-10.155610155610155,10.1556,0.0,False
A,case_023,GrabCut,,ok,2442.0,2103.0,344.0,5.0,0.140868,0.002048,13.88,0.9232,0.8574,2442.0,2103.0,0.1388,0.4247,,,6.214,1.806,167.57,160.73,1.0928,1.0229,56.59,50.05,54.92,48.13,0.8844,0.8764,54.92,48.13,-13.882063882063884,14.0868,0.20479999999999998,False
A,case_023,Watershed,,ok,2442.0,2148.0,304.0,10.0,0.124488,0.004095,12.04,0.9316,0.8719,2442.0,2148.0,0.1204,0.3776,,,3.847,1.497,167.57,161.96,1.0928,1.029,56.59,50.05,53.97,49.3,0.8844,0.9135,53.97,49.3,-12.039312039312039,12.4488,0.4095,False
A,case_024,SAM,,ok,16298.0,16173.0,298.0,173.0,0.018284,0.010615,0.77,0.9855,0.9714,16298.0,16173.0,0.0077,0.0655,,,1.442,0.805,452.06,450.22,1.0022,1.0027,152.6,137.62,152.04,137.2,0.9019,0.9024,152.04,137.2,-0.7669652718124923,1.8284000000000002,1.0614999999999999,False
A,case_024,GrabCut,,ok,16298.0,16713.0,310.0,725.0,0.019021,0.044484,2.55,0.9686,0.9392,16298.0,16713.0,0.0255,0.1015,,,6.568,1.844,452.06,457.53,1.0022,1.0033,152.6,137.62,155.18,138.07,0.9019,0.8898,155.18,138.07,2.5463247024174747,1.9021,4.4484,False
A,case_024,Watershed,,ok,16298.0,15572.0,865.0,139.0,0.053074,0.008529,4.45,0.9685,0.9389,16298.0,15572.0,0.0445,0.1678,,,5.398,2.193,452.06,445.56,1.0022,0.9857,152.6,137.62,152.43,132.77,0.9019,0.871,152.43,132.77,-4.454534298686955,5.3074,0.8529,False
A,case_025,SAM,,ok,252628.0,212547.0,40391.0,310.0,0.159883,0.001227,15.87,0.9125,0.8391,252628.0,212547.0,0.1587,0.4809,,,64.827,16.975,2449.89,2429.43,0.5289,0.4525,1038.72,373.42,1020.31,333.72,0.3595,0.3271,1020.31,333.72,-15.86562059629178,15.988299999999999,0.1227,False
A,case_025,GrabCut,,ok,252628.0,222660.0,31022.0,1054.0,0.122797,0.004172,11.86,0.9325,0.8736,252628.0,222660.0,0.1186,0.3726,,,46.816,13.79,2449.89,2393.07,0.5289,0.4886,1038.72,373.42,1005.73,366.76,0.3595,0.3647,1005.73,366.76,-11.862501385436294,12.2797,0.4172,False
A,case_025,Watershed,,ok,252628.0,234296.0,22388.0,4056.0,0.08862,0.016055,7.26,0.9457,0.897,252628.0,234296.0,0.0726,0.2819,,,35.537,10.739,2449.89,2651.81,0.5289,0.4187,1038.72,373.42,1054.23,397.33,0.3595,0.3769,1054.23,397.33,-7.256519467359121,8.862,1.6055,False
A,case_026,SAM,,ok,242484.0,207453.0,35759.0,728.0,0.14747,0.003002,14.45,0.9189,0.85,242484.0,207453.0,0.1445,0.4454,,,60.862,15.329,2552.44,2379.0,0.4677,0.4606,1078.46,344.91,1023.96,317.2,0.3198,0.3098,1023.96,317.2,-14.446726381946851,14.747,0.30019999999999997,False
A,case_026,GrabCut,,ok,242484.0,219077.0,29615.0,6208.0,0.122132,0.025602,9.65,0.9224,0.856,242484.0,219077.0,0.0965,0.392,,,34.896,14.584,2552.44,2495.7,0.4677,0.442,1078.46,344.91,1048.54,316.22,0.3198,0.3016,1048.54,316.22,-9.653008033519738,12.2132,2.5602,False
A,case_026,Watershed,,ok,242484.0,214968.0,30488.0,2972.0,0.125732,0.012256,11.35,0.9269,0.8637,242484.0,214968.0,0.1135,0.3895,,,31.766,13.215,2552.44,2658.78,0.4677,0.3821,1078.46,344.91,1068.48,350.14,0.3198,0.3277,1068.48,350.14,-11.347552828227842,12.573200000000002,1.2256,False
A,case_027,SAM,,ok,34271.0,36230.0,974.0,2933.0,0.028421,0.085583,5.72,0.9446,0.895,34271.0,36230.0,0.0572,0.1708,,,14.193,5.441,662.24,681.19,0.982,0.9812,223.65,206.56,238.13,201.46,0.9236,0.846,238.13,201.46,5.716203203874996,2.8421,8.558300000000001,False
A,case_027,Watershed,,ok,34271.0,30295.0,5453.0,1477.0,0.159114,0.043098,11.6,0.8927,0.8061,34271.0,30295.0,0.116,0.5204,,,30.094,10.372,662.24,651.2,0.982,0.8978,223.65,206.56,220.24,191.94,0.9236,0.8715,220.24,191.94,-11.601645706282278,15.9114,4.3098,False
A,case_028,SAM,,ok,30686.0,31047.0,2094.0,2455.0,0.06824,0.080004,1.18,0.9263,0.8627,30686.0,31047.0,0.0118,0.2847,,,18.199,6.707,638.45,640.17,0.946,0.952,221.98,177.79,226.25,186.0,0.8009,0.8221,186.0,226.25,1.1764322492341783,6.824,8.0004,False
A,case_029,SAM,,ok,13689.0,13236.0,529.0,76.0,0.038644,0.005552,3.31,0.9775,0.956,13689.0,13236.0,0.0331,0.1215,,,3.742,1.634,422.96,412.26,0.9616,0.9786,145.44,129.23,142.62,124.93,0.8886,0.876,124.93,142.62,-3.309226386149463,3.8644,0.5551999999999999,False
A,case_029,Watershed,,ok,13689.0,12864.0,894.0,69.0,0.065308,0.005041,6.03,0.9637,0.93,13689.0,12864.0,0.0603,0.201,,,9.973,2.2,422.96,413.71,0.9616,0.9445,145.44,129.23,143.12,123.63,0.8886,0.8638,123.63,143.12,-6.026736795967565,6.5308,0.5041,False
A,case_030,SAM,,ok,11269.0,11022.0,267.0,20.0,0.023693,0.001775,2.19,0.9871,0.9746,11269.0,11022.0,0.0219,0.0729,,,1.504,0.815,373.86,369.79,1.0132,1.0129,122.17,115.99,121.29,114.32,0.9494,0.9425,121.29,114.32,-2.1918537580974355,2.3693,0.17750000000000002,False
A,case_030,GrabCut,,ok,11269.0,10706.0,575.0,12.0,0.051025,0.001065,5.0,0.9733,0.948,11269.0,10706.0,0.05,0.1541,,,7.029,1.908,373.86,365.66,1.0132,1.0062,122.17,115.99,120.76,111.2,0.9494,0.9208,120.76,111.2,-4.996006744165409,5.1025,0.1065,False
A,case_030,Watershed,,ok,11269.0,9400.0,1870.0,1.0,0.165942,8.9e-05,16.59,0.9095,0.834,11269.0,9400.0,0.1659,0.4979,,,27.528,5.474,373.86,362.19,1.0132,0.9004,122.17,115.99,115.24,110.21,0.9494,0.9564,110.21,115.24,-16.585322566332415,16.5942,0.0089,False
A,case_031,SAM,,ok,36425.0,30110.0,6315.0,0.0,0.17337,0.0,17.34,0.9051,0.8266,36425.0,30110.0,0.1734,0.5201,,,16.401,9.604,682.98,624.12,0.9813,0.9714,231.65,199.05,220.49,169.27,0.8593,0.7677,169.27,220.49,-17.336993822923816,17.337,0.0,False
A,case_031,GrabCut,,ok,36425.0,39679.0,2319.0,5573.0,0.063665,0.152999,8.93,0.8963,0.8121,36425.0,39679.0,0.0893,0.344,,,26.26,10.828,682.98,755.74,0.9813,0.873,231.65,199.05,247.67,213.19,0.8593,0.8608,213.19,247.67,8.933424845573096,6.3665,15.2999,False
A,case_031,Watershed,,ok,36425.0,37851.0,3727.0,5153.0,0.10232,0.141469,3.91,0.8804,0.7864,36425.0,37851.0,0.0391,0.4484,,,44.735,12.698,682.98,731.45,0.9813,0.889,231.65,199.05,239.32,200.78,0.8593,0.839,200.78,239.32,3.9148936170212765,10.232,14.1469,False
A,case_032,SAM,,ok,2514.0,2422.0,190.0,98.0,0.075577,0.038982,3.66,0.9417,0.8897,2514.0,2422.0,0.0366,0.2657,,,4.255,1.461,177.4,172.19,1.0039,1.0266,59.05,53.57,57.79,51.8,0.9072,0.8964,51.8,57.79,-3.659506762132061,7.5577000000000005,3.8982,False
A,case_032,Watershed,,ok,2514.0,2336.0,326.0,148.0,0.129674,0.05887,7.08,0.9023,0.8219,2514.0,2336.0,0.0708,0.4479,,,5.336,1.862,177.4,176.76,1.0039,0.9395,59.05,53.57,52.64,52.39,0.9072,0.9952,52.39,52.64,-7.080350039777247,12.967400000000001,5.887,False
A,case_033,SAM,,ok,5167.0,4781.0,414.0,28.0,0.080124,0.005419,7.47,0.9556,0.9149,5167.0,4781.0,0.0747,0.2458,,,3.7,1.492,270.96,263.61,0.8843,0.8646,97.88,77.48,94.34,76.04,0.7916,0.806,94.34,76.04,-7.470485775111284,8.0124,0.5419,False
A,case_033,GrabCut,,ok,5167.0,5234.0,294.0,361.0,0.0569,0.069866,1.3,0.937,0.8815,5167.0,5234.0,0.013,0.2406,,,5.881,1.916,270.96,274.95,0.8843,0.87,97.88,77.48,98.48,79.84,0.7916,0.8108,98.48,79.84,1.2966905360944456,5.6899999999999995,6.9866,False
A,case_033,Watershed,,ok,5167.0,4773.0,468.0,74.0,0.090575,0.014322,7.63,0.9455,0.8966,5167.0,4773.0,0.0763,0.286,,,4.218,1.769,270.96,267.97,0.8843,0.8353,97.88,77.48,97.29,73.03,0.7916,0.7506,97.29,73.03,-7.625314495838978,9.057500000000001,1.4322,False
A,case_034,SAM,,ok,5103.0,4279.0,1014.0,190.0,0.198707,0.037233,16.15,0.8717,0.7725,5103.0,4279.0,0.1615,0.6334,,,16.028,5.03,254.53,240.95,0.9898,0.9262,89.92,71.16,87.86,66.35,0.7914,0.7551,87.86,66.35,-16.147364295512443,19.8707,3.7233,False
A,case_034,GrabCut,,ok,5103.0,5030.0,304.0,231.0,0.059573,0.045267,1.43,0.9472,0.8997,5103.0,5030.0,0.0143,0.224,,,4.323,2.023,254.53,257.51,0.9898,0.9532,89.92,71.16,92.06,73.61,0.7914,0.7996,92.06,73.61,-1.4305310601606898,5.9573,4.5267,False
A,case_034,Watershed,,ok,5103.0,4737.0,466.0,100.0,0.091319,0.019596,7.17,0.9425,0.8912,5103.0,4737.0,0.0717,0.2936,,,4.285,1.912,254.53,248.03,0.9898,0.9676,89.92,71.16,87.44,72.8,0.7914,0.8326,87.44,72.8,-7.1722516166960615,9.1319,1.9595999999999998,False
A,case_035,SAM,,ok,6015.0,5745.0,446.0,176.0,0.074148,0.02926,4.49,0.9471,0.8995,6015.0,5745.0,0.0449,0.2517,,,4.558,1.882,287.59,275.14,0.9139,0.9536,101.15,76.17,98.79,70.74,0.753,0.716,98.79,70.74,-4.488778054862843,7.4148000000000005,2.926,False
A,case_035,GrabCut,,ok,6015.0,6025.0,308.0,318.0,0.051205,0.052868,0.17,0.948,0.9012,6015.0,6025.0,0.0017,0.2065,,,6.699,2.201,287.59,281.9,0.9139,0.9527,101.15,76.17,102.98,70.45,0.753,0.6842,102.98,70.45,0.1662510390689942,5.1205,5.2867999999999995,False
A,case_035,Watershed,,ok,6015.0,5799.0,509.0,293.0,0.084622,0.048712,3.59,0.9321,0.8729,6015.0,5799.0,0.0359,0.3026,,,7.258,2.767,287.59,293.4,0.9139,0.8465,101.15,76.17,100.02,71.6,0.753,0.7159,100.02,71.6,-3.5910224438902745,8.462200000000001,4.8712,False
A,case_036,SAM,,ok,4285.0,4645.0,213.0,573.0,0.049708,0.133722,8.4,0.912,0.8382,4285.0,4645.0,0.084,0.2828,,,12.978,2.951,258.29,253.95,0.8071,0.9051,100.06,69.85,93.72,71.44,0.6981,0.7622,93.72,71.44,8.401400233372229,4.9708000000000006,13.372200000000001,False
A,case_036,GrabCut,,ok,4285.0,4582.0,95.0,392.0,0.02217,0.091482,6.93,0.9451,0.8959,4285.0,4582.0,0.0693,0.158,,,5.413,1.784,258.29,258.25,0.8071,0.8634,100.06,69.85,99.05,68.93,0.6981,0.6959,99.05,68.93,6.9311551925320884,2.217,9.1482,False
A,case_036,Watershed,,ok,4285.0,4371.0,194.0,280.0,0.045274,0.065344,2.01,0.9452,0.8962,4285.0,4371.0,0.0201,0.2012,,,3.742,1.445,258.29,256.5,0.8071,0.8349,100.06,69.85,99.54,68.32,0.6981,0.6864,99.54,68.32,2.0070011668611434,4.5274,6.5344,False
A,case_037,GrabCut,,ok,11151.0,10470.0,741.0,60.0,0.066451,0.005381,6.11,0.963,0.9286,11151.0,10470.0,0.0611,0.2047,,,6.704,2.006,375.14,363.25,0.9957,0.9971,127.27,110.99,119.19,105.72,0.8721,0.887,105.72,119.19,-6.107075598601022,6.645099999999999,0.5381,False
A,case_037,Watershed,,ok,11151.0,10489.0,871.0,209.0,0.07811,0.018743,5.94,0.9501,0.9049,11151.0,10489.0,0.0594,0.2531,,,6.279,2.717,375.14,369.62,0.9957,0.9648,127.27,110.99,117.99,111.89,0.8721,0.9483,111.89,117.99,-5.936687292619496,7.811,1.8742999999999999,False
A,case_038,GrabCut,,ok,289.0,233.0,56.0,0.0,0.193772,0.0,19.38,0.8927,0.8062,289.0,233.0,0.1938,0.5813,,,2.021,1.02,49.61,42.72,1.4754,1.6041,19.65,11.78,16.15,11.43,0.5995,0.7082,11.43,16.15,-19.377162629757784,19.3772,0.0,False
A,case_039,GrabCut,,ok,250.0,240.0,10.0,0.0,0.04,0.0,4.0,0.9796,0.96,250.0,240.0,0.04,0.12,,,0.645,0.289,45.17,43.52,1.5397,1.5924,19.13,8.67,18.43,8.34,0.453,0.4524,8.34,18.43,-4.0,4.0,0.0,False
A,case_040,SAM,,ok,1857.0,1624.0,272.0,39.0,0.146473,0.021002,12.55,0.9107,0.836,1857.0,1624.0,0.1255,0.4604,,,3.949,1.72,145.95,139.69,1.0955,1.0459,47.94,45.04,46.18,42.77,0.9396,0.9262,46.18,42.77,-12.54711900915455,14.6473,2.1002,False
A,case_040,GrabCut,,ok,1857.0,1730.0,221.0,94.0,0.119009,0.050619,6.84,0.9122,0.8385,1857.0,1730.0,0.0684,0.4076,,,3.861,1.64,145.95,145.21,1.0955,1.0311,47.94,45.04,47.02,45.77,0.9396,0.9733,47.02,45.77,-6.838987614431879,11.9009,5.0619,False
